"",0.300
240.4167,3.9678E+002
240.4583,3.9819E+002
240.5000,4.0080E+002
240.5417,3.9178E+002
240.5833,3.7584E+002
240.6250,4.0673E+002
240.6667,3.9331E+002
240.7083,4.0249E+002
240.7500,3.9589E+002
240.7917,2.7943E+002
240.8333,3.8523E+002
240.8750,3.7554E+002
240.9167,3.7458E+002
240.9583,3.7290E+002
241.0000,3.6842E+002
241.0417,3.6562E+002
241.0833,3.6536E+002
241.1250,3.6950E+002
241.1667,3.7125E+002
241.2083,3.7351E+002
241.2500,3.7407E+002
241.2917,3.6982E+002
241.3333,3.7313E+002
241.3750,3.8293E+002
241.4167,3.8373E+002
241.4583,3.9249E+002
241.5000,3.9507E+002
241.5417,3.9432E+002
241.5833,3.7374E+002
241.6250,3.7899E+002
241.6667,3.1539E+002
241.7083,3.9561E+002
241.7500,3.8103E+002
241.7917,3.0903E+002
241.8333,3.8092E+002
241.8750,3.7040E+002
241.9167,3.6844E+002
241.9583,3.6820E+002
242.0000,3.6536E+002
242.0417,3.6314E+002
242.0833,3.6119E+002
242.1250,3.6093E+002
242.1667,3.5909E+002
242.2083,3.5975E+002
242.2500,3.5941E+002
242.2917,3.5943E+002
242.3333,3.6409E+002
242.3750,3.7120E+002
242.4167,3.8353E+002
242.4583,3.9004E+002
242.5000,3.9292E+002
242.5417,3.9883E+002
242.5833,3.9879E+002
242.6250,3.9790E+002
242.6667,3.9167E+002
242.7083,3.8782E+002
242.7500,3.8406E+002
242.7917,3.8142E+002
242.8333,3.7622E+002
242.8750,3.7069E+002
242.9167,3.6927E+002
242.9583,3.6858E+002
243.0000,3.6823E+002
243.0417,3.6639E+002
243.0833,3.6437E+002
243.1250,3.6333E+002
243.1667,3.6347E+002
243.2083,3.6446E+002
243.2500,3.6650E+002
243.2917,3.6663E+002
243.3333,3.7202E+002
243.3750,3.7586E+002
243.4167,3.5870E+002
243.4583,3.8794E+002
243.5000,3.8833E+002
243.5417,3.7858E+002
243.5833,3.3968E+002
243.6250,4.0583E+002
243.6667,4.0638E+002
243.7083,4.0295E+002
243.7500,3.8588E+002
243.7917,3.4961E+002
243.8333,3.7882E+002
243.8750,3.7765E+002
243.9167,3.7586E+002
243.9583,3.7385E+002
244.0000,3.7372E+002
244.0417,3.7247E+002
244.0833,3.6809E+002
244.1250,3.7071E+002
244.1667,3.7142E+002
244.2083,3.7024E+002
244.2500,3.6570E+002
244.2917,3.6640E+002
244.3333,3.7047E+002
244.3750,3.7326E+002
244.4167,3.7697E+002
244.4583,3.8185E+002
244.5000,3.9282E+002
244.5417,3.4494E+002
244.5833,3.7672E+002
244.6250,3.9497E+002
244.6667,3.8815E+002
244.7083,3.8602E+002
244.7500,3.8923E+002
244.7917,2.9729E+002
244.8333,3.7511E+002
244.8750,3.6541E+002
244.9167,3.6256E+002
244.9583,3.6194E+002
245.0000,3.6097E+002
245.0417,3.6105E+002
245.0833,3.5902E+002
245.1250,3.5814E+002
245.1667,3.5675E+002
245.2083,3.5331E+002
245.2500,3.5533E+002
245.2917,3.5550E+002
245.3333,3.5826E+002
245.3750,3.6811E+002
245.4167,3.8167E+002
245.4583,3.6641E+002
245.5000,3.8764E+002
245.5417,3.6810E+002
245.5833,2.6034E+002
245.6250,2.3808E+002
245.6667,3.5327E+002
245.7083,3.2038E+002
245.7500,3.7096E+002
245.7917,3.1907E+002
245.8333,3.7706E+002
245.8750,3.6795E+002
245.9167,3.6322E+002
245.9583,3.5830E+002
246.0000,3.5408E+002
246.0417,3.5239E+002
246.0833,3.4834E+002
246.1250,3.4582E+002
246.1667,3.4412E+002
246.2083,3.4369E+002
246.2500,3.4160E+002
246.2917,3.4408E+002
246.3333,3.5136E+002
246.3750,3.6027E+002
246.4167,3.7917E+002
246.4583,3.7329E+002
246.5000,3.7560E+002
246.5417,2.7592E+002
246.5833,3.8556E+002
246.6250,3.9122E+002
246.6667,4.1616E+002
246.7083,4.0822E+002
246.7500,4.0333E+002
246.7917,3.9974E+002
246.8333,3.8525E+002
246.8750,3.8296E+002
246.9167,3.8102E+002
246.9583,3.7603E+002
247.0000,3.7842E+002
247.0417,3.7739E+002
247.0833,3.7753E+002
247.1250,3.7824E+002
247.1667,3.7605E+002
247.2083,3.7737E+002
247.2500,3.7765E+002
247.2917,3.7235E+002
247.3333,3.8035E+002
247.3750,3.9148E+002
247.4167,3.6399E+002
247.4583,2.6976E+002
247.5000,3.4992E+002
247.5417,2.6169E+002
247.5833,2.5340E+002
247.6250,4.4464E+002
247.6667,3.3418E+002
