"",-1.000,-0.950,-0.900,-0.850,-0.800,-0.750,-0.700,-0.650,-0.600,-0.550,-0.500,-0.450,-0.400,-0.350,-0.300,-0.250,-0.200,-0.150,-0.100,-0.050,0.000
207.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.5947E-011,4.0376E-011,1.9333E-010,1.2527E-009,9.5117E-009,0.0000E+000
207.0417,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.6577E-010,2.9655E-008,2.9897E-004,6.4570E-006,9.7451E-007,0.0000E+000
207.0833,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.7000E-012,1.3372E-012,1.8105E-011,3.0165E-010,4.1931E-009,0.0000E+000
207.1250,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3621E-011,2.3065E-011,2.0036E-010,1.5527E-009,8.7271E-009,0.0000E+000
207.1667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.8667E-011,9.4585E-011,5.7748E-010,2.9247E-009,1.0373E-008,0.0000E+000
207.2083,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.8397E-011,2.2787E-010,1.0739E-009,4.1404E-009,1.2182E-008,0.0000E+000
207.2500,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0989E-010,4.4132E-010,2.0349E-009,1.3823E-008,1.0185E-007,0.0000E+000
207.2917,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.6533E-010,2.0190E-009,4.7464E-005,1.1944E-007,3.4653E-008,0.0000E+000
207.3333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-5.0644E-011,-9.1744E-012,1.2148E-012,7.7283E-011,7.6847E-010,0.0000E+000
207.3750,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-2.5541E-010,-6.0980E-011,2.1660E-010,3.7481E-008,4.2812E-008,0.0000E+000
207.4167,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.9517E-008,-2.2948E-008,-1.4657E-008,8.3047E-010,1.5077E-008,0.0000E+000
207.4583,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-4.9304E-009,-5.7190E-009,-5.0419E-009,-4.3321E-009,-3.7012E-009,0.0000E+000
